A-200 Shampoo Concentrate	guess=drug	gold=	confidence=0.8748324827817325
Example:	Naldecon Pediatric Drops 14	guess=drug	gold=	confidence=0.9951879504288604
Example:	Nalex 142	guess=drug	gold=	confidence=0.9997097829669572
Example:	Nalfed-PD	guess=drug	gold=	confidence=0.8901648851483746
Example:	Naprosyn-E 13	guess=drug	gold=	confidence=0.9971187065401993
Example:	Nasatab LA 142	guess=drug	gold=	confidence=0.99810261508685
Example:	Necon 1/35	guess=drug	gold=	confidence=0.99967667114502
Example:	Nelova 1/35E	guess=drug	gold=	confidence=0.9995403939277167
Example:	Neo-Calglucon	guess=drug	gold=	confidence=0.8058091384002656
Example:	Neo-Fer	guess=drug	gold=	confidence=0.8781841169966311
Example:	Neo-Synephrine	guess=drug	gold=	confidence=0.7728182894059564
Example:	Neo-Synephrine Nasal Jelly	guess=drug	gold=	confidence=0.5208667887190964
Example:	Neoral	guess=drug	gold=	confidence=0.5898263706598703
Example:	Neosporin Ophthalmic Ointment	guess=drug	gold=	confidence=0.8935116794840903
Example:	Neotal	guess=drug	gold=	confidence=0.7014845850582927
Example:	Nestrex	guess=drug	gold=	confidence=0.5753076957604051
Example:	Neumega	guess=place	gold=	confidence=0.5809066156929868
Example:	Neuroforte-R	guess=place	gold=	confidence=0.4923436796543373
Example:	Neutrogena Deep Glow 32	guess=drug	gold=	confidence=0.8941001136583878
Example:	Nia-Bid	guess=drug	gold=	confidence=0.6201480587189654
Example:	Niacels	guess=drug	gold=	confidence=0.43944247694820376
Example:	Night-Time Effervescent Cold 17	guess=drug	gold=	confidence=0.8445016588265414
Example:	Nilstat	guess=drug	gold=	confidence=0.5156326443607743
Example:	Nizoral Shampoo	guess=drug	gold=	confidence=0.4911787123307213
Example:	Nolvadex	guess=drug	gold=	confidence=0.5245245404620411
Example:	Norditropin	guess=place	gold=	confidence=0.5572552603098408
Example:	Norethin 1/50M	guess=drug	gold=	confidence=0.9972665033447581
Example:	Norfranil	guess=place	gold=	confidence=0.7875875722479082
Example:	Norgesic Forte	guess=drug	gold=	confidence=0.35765589747836607
Example:	Norinyl 1+50	guess=drug	gold=	confidence=0.9929324970128515
Example:	Norphadrine	guess=place	gold=	confidence=0.870575013821177
Example:	Nostril Spray Pump Mild	guess=company	gold=	confidence=0.5588292302452843
Example:	Novahistex DH Expectorant 128	guess=drug	gold=	confidence=0.9999418519253348
Example:	Novahistine DM w/ Decongestant 121	guess=drug	gold=	confidence=0.9977438901159638
Example:	Novo-AZT	guess=drug	gold=	confidence=0.9952187527083529
Example:	Novo-Digoxin	guess=drug	gold=	confidence=0.9960409170508321
Example:	Novo-Dipiradol	guess=drug	gold=	confidence=0.9920731826285332
Example:	Novo-Pirocam 16	guess=drug	gold=	confidence=0.9995173659898702
Example:	Novo-Tripramine	guess=drug	gold=	confidence=0.9849566350369489
Example:	Novo-Veramil	guess=drug	gold=	confidence=0.9780117818679507
Example:	Novolin ge 30/70 10	guess=drug	gold=	confidence=0.9889139200781352
Example:	Novolin ge 30/70 Penfill 10	guess=drug	gold=	confidence=0.9918580146100788
Example:	Novolin ge Lente	guess=drug	gold=	confidence=0.7496371821684665
Example:	Novotriptyn	guess=drug	gold=	confidence=0.9544746637933256
Example:	Novoxapam 14	guess=drug	gold=	confidence=0.9998744349958059
Example:	NPH Iletin II	guess=company	gold=	confidence=0.9160762211384466
Example:	Nu-Ampi	guess=drug	gold=	confidence=0.9400363259741567
Example:	Nu-Cephalex 19	guess=drug	gold=	confidence=0.9982714605791935
Example:	Nu-Cimet	guess=drug	gold=	confidence=0.9060765509199309
Example:	Nu-Diltiaz	guess=drug	gold=	confidence=0.9582391024380869
Example:	Nu-Loraz 12	guess=drug	gold=	confidence=0.9946892829755122
Example:	Nu-Naprox 13	guess=drug	gold=	confidence=0.9998486758176031
Example:	Nu-Nifed	guess=drug	gold=	confidence=0.859229441517682
Example:	Nucochem Pediatric Expectorant 131	guess=drug	gold=	confidence=0.9997575839451787
Example:	Nupercainal Cream	guess=company	gold=	confidence=0.4527417600744608
Example:	Nupercainal Ointment	guess=drug	gold=	confidence=0.7329181967909119
Example:	Nystop	guess=drug	gold=	confidence=0.40515476414737156
Example:	Ocu-Sul-30	guess=drug	gold=	confidence=0.9988076497479992
Example:	Ocu-Tropine	guess=drug	gold=	confidence=0.9140664786850344
Example:	Ocusert Pilo-40	guess=drug	gold=	confidence=0.9953368447383152
Example:	Ocusporin	guess=drug	gold=	confidence=0.6130016147377865
Example:	OFF! Skintastic For Kids	guess=movie	gold=	confidence=0.7094815645170722
Example:	Ogen 1.25	guess=drug	gold=	confidence=0.9954855688422172
Example:	Ophtho-Dipivefrin	guess=drug	gold=	confidence=0.8126121416731348
Example:	OptiPranolol	guess=drug	gold=	confidence=0.7464791662439588
Example:	Orajel Maximum Strength	guess=drug	gold=	confidence=0.6285707652275232
Example:	Oralone	guess=drug	gold=	confidence=0.5547333466492382
Example:	Orange Flavor Metamucil Smooth Sugar-Free	guess=drug	gold=	confidence=0.5039399089366887
Example:	Orbenin	guess=place	gold=	confidence=0.35810023433647564
Example:	Oreticyl	guess=drug	gold=	confidence=0.5531521749034339
Example:	Orfro	guess=place	gold=	confidence=0.336016800083794
Example:	Ornade Expectorant 95	guess=drug	gold=	confidence=0.9604625295348563
Example:	Ornex No Drowsiness Caplets	guess=company	gold=	confidence=0.5112070845827815
Example:	Orudis-E	guess=drug	gold=	confidence=0.6760266075869875
Example:	Os-Cal	guess=drug	gold=	confidence=0.7048470434604629
Example:	Os-Cal 500 Chewable	guess=drug	gold=	confidence=0.9339895658227295
Example:	Otic-Care	guess=drug	gold=	confidence=0.8489732077159439
Example:	Otocidin	guess=drug	gold=	confidence=0.5474015060937414
Example:	Otocort	guess=drug	gold=	confidence=0.49958372033724696
Example:	Otrivin Measured-Dose Pump with Moisturizers	guess=movie	gold=	confidence=0.6825706087767741
Example:	Otrivin Nasal Drops	guess=drug	gold=	confidence=0.3844256464641293
Example:	Oxy Clean Extra Strength Medicated Pads	guess=drug	gold=	confidence=0.9012497571155387
Example:	Oxy Night Watch Night Time Acne Medication Extra Strength Lotion	guess=movie	gold=	confidence=0.42764064635032034
Example:	Oxycodone with APAP	guess=drug	gold=	confidence=0.9577283044837357
Example:	OxyContin 12	guess=drug	gold=	confidence=0.9996497316132036
Example:	Oxyderm 20 Lotion	guess=drug	gold=	confidence=0.9593854957748783
Example:	Palafer	guess=place	gold=	confidence=0.5272863514771006
Example:	Paludrine	guess=place	gold=	confidence=0.5662629338447853
Example:	Pavarine	guess=drug	gold=	confidence=0.4342772460831238
Example:	Pediacof Cough 69	guess=drug	gold=	confidence=0.6939755242637333
Example:	Pedialyte Freezer Pops	guess=drug	gold=	confidence=0.6033453079705826
Example:	Pedvaxhib	guess=drug	gold=	confidence=0.6498641944699954
Example:	Penthrane	guess=place	gold=	confidence=0.7221545295238885
Example:	Pepcid I.V.	guess=company	gold=	confidence=0.8167605622570852
Example:	Peptavlon	guess=drug	gold=	confidence=0.5347315912537076
Example:	Pepto-Bismol	guess=drug	gold=	confidence=0.7553935711091464
Example:	Peptol	guess=drug	gold=	confidence=0.6408916448231045
Example:	Persantine	guess=place	gold=	confidence=0.3738086313175587
Example:	Pertussin CS Children's Strength	guess=drug	gold=	confidence=0.31972357563755965
Example:	Phenazine 25	guess=drug	gold=	confidence=0.9962804743518464
Example:	Phentercot	guess=drug	gold=	confidence=0.8366392569931889
Example:	Phillips' Chewable 26	guess=drug	gold=	confidence=0.6923758335541866
Example:	Phrenilin	guess=place	gold=	confidence=0.4496028409528439
Example:	Pilopine HS	guess=drug	gold=	confidence=0.5061322575853662
Example:	Piloptic-3	guess=drug	gold=	confidence=0.9905643335415387
Example:	Piloptic-4	guess=drug	gold=	confidence=0.9929762136602277
Example:	PMS Benztropine	guess=drug	gold=	confidence=0.8569228910821723
Example:	PMS-Acetaminophen with Codeine	guess=drug	gold=	confidence=0.9436674002882677
Example:	PMS-ASA	guess=drug	gold=	confidence=0.9912656864279603
Example:	PMS-Dimenhydrinate	guess=drug	gold=	confidence=0.9071713391834032
Example:	PMS-Docusate Sodium 44	guess=drug	gold=	confidence=0.9998771261094788
Example:	PMS-Sennosides 36	guess=drug	gold=	confidence=0.9983919272587243
Example:	Pneumovax 23	guess=drug	gold=	confidence=0.9849641340785891
Example:	Poly D 23	guess=drug	gold=	confidence=0.8872305513795972
Example:	Poly-Histine-DM 21	guess=drug	gold=	confidence=0.9968928761467712
Example:	Polycitra Syrup	guess=drug	gold=	confidence=0.4087578154954119
Example:	Polycitra-K	guess=drug	gold=	confidence=0.6814301241759236
Example:	Polygam S/D	guess=drug	gold=	confidence=0.5645845204476624
Example:	PPA	guess=drug	gold=	confidence=0.6105509070756194
Example:	Pre-Attain	guess=drug	gold=	confidence=0.9292682069140118
Example:	Pred Forte	guess=drug	gold=	confidence=0.6435726028608997
Example:	Predair A	guess=drug	gold=	confidence=0.5643747253723779
Example:	Predate S	guess=drug	gold=	confidence=0.6712359730699982
Example:	Prednicot	guess=drug	gold=	confidence=0.7115736468871362
Example:	Pregestimil	guess=drug	gold=	confidence=0.5744544960342685
Example:	Prelu-2	guess=drug	gold=	confidence=0.9686697158947516
Example:	Premarin with Methyltestosterone	guess=movie	gold=	confidence=0.42589910440373663
Example:	Pressyn	guess=place	gold=	confidence=0.43576855744759435
Example:	PreSun Moisturizing 49	guess=drug	gold=	confidence=0.9755687017067989
Example:	PreSun Spray Mist 34 47	guess=drug	gold=	confidence=0.9997635017517796
Example:	Prevacid	guess=drug	gold=	confidence=0.6187932861474905
Example:	PRIMAQUINE	guess=drug	gold=	confidence=0.6469918457498799
Example:	Pro-Cal-Sof 44	guess=drug	gold=	confidence=0.9999877194201942
Example:	Pro-Med 50	guess=drug	gold=	confidence=0.994683308449522
Example:	Procardia XL	guess=drug	gold=	confidence=0.8478126547178915
Example:	Prodiem Plain	guess=drug	gold=	confidence=0.8736678129275718
Example:	Prodrox	guess=drug	gold=	confidence=0.9448401866932432
Example:	Profasi	guess=drug	gold=	confidence=0.830885045397606
Example:	Proloprim	guess=drug	gold=	confidence=0.9174144185193702
Example:	Promacot	guess=drug	gold=	confidence=0.9147446992378182
Example:	Prominicol Cough 77	guess=drug	gold=	confidence=0.8301098724137139
Example:	Prop-a-Hist 14	guess=drug	gold=	confidence=0.9999358749060192
Example:	Propa pH Medicated Cleansing Pads Maximum Strength	guess=drug	gold=	confidence=0.7305032473177154
Example:	Propine	guess=drug	gold=	confidence=0.8954455897153155
Example:	Proplex T	guess=drug	gold=	confidence=0.9475662503275238
Example:	Prorex-50	guess=drug	gold=	confidence=0.9992355825301419
Example:	Provera Pak	guess=drug	gold=	confidence=0.5371251227983664
Example:	Pseudo-Car DM 23	guess=drug	gold=	confidence=0.9943776532437976
Example:	Pyri	guess=drug	gold=	confidence=0.4097814187338205
Example:	Quadramet	guess=place	gold=	confidence=0.6117596714855685
Example:	Quelidrine Cough 65	guess=drug	gold=	confidence=0.7959084508196937
Example:	Raxar	guess=drug	gold=	confidence=0.474454520529514
Example:	Regular Iletin II	guess=company	gold=	confidence=0.7388253423061669
Example:	Regular Strength Tylenol Cough Medication with Decongestant124	guess=drug	gold=	confidence=0.9828886905084694
Example:	Reguloid Natural	guess=drug	gold=	confidence=0.556650273879347
Example:	Reguloid Natural Sugar Free	guess=person	gold=	confidence=0.47922482814149353
Example:	Relafen 12	guess=drug	gold=	confidence=0.9459255266906926
Example:	Rep-Pred 40	guess=drug	gold=	confidence=0.985025502863854
Example:	Rep-Pred 80	guess=drug	gold=	confidence=0.8836661721026716
Example:	Replete with Fiber	guess=movie	gold=	confidence=0.45027134334448654
Example:	Requip	guess=drug	gold=	confidence=0.5044201907867073
Example:	Rescon-DM 33	guess=drug	gold=	confidence=0.9995048221525782
Example:	Rescon-ED 15	guess=drug	gold=	confidence=0.9993287852646513
Example:	Respaire-60 SR 142	guess=drug	gold=	confidence=0.9997780324820005
Example:	Resyl	guess=drug	gold=	confidence=0.47288409269619786
Example:	Rhinocort Turbuhaler	guess=place	gold=	confidence=0.380781021536472
Example:	Riopan 23	guess=drug	gold=	confidence=0.9661770280948914
Example:	Riopan Plus Extra Strength 24	guess=drug	gold=	confidence=0.9837373622134011
Example:	Rituxan	guess=drug	gold=	confidence=0.5736978859208952
Example:	Robafen AC Cough 106	guess=drug	gold=	confidence=0.8724124068938972
Example:	Robalog	guess=person	gold=	confidence=0.7098198648971112
Example:	Robinul	guess=person	gold=	confidence=0.8081807329367378
Example:	Robitussin Pediatric Cough & Cold 121	guess=drug	gold=	confidence=0.9700665908086874
Example:	Robitussin with Codeine 15	guess=drug	gold=	confidence=0.7591862295477967
Example:	Robitussin-DM 109	guess=drug	gold=	confidence=0.9810063150352168
Example:	Robitussin-PE 142	guess=drug	gold=	confidence=0.9997077006333038
Example:	Rogaine	guess=person	gold=	confidence=0.3597815891019458
Example:	Roniacol	guess=drug	gold=	confidence=0.44064284108790364
Example:	Rowasa	guess=place	gold=	confidence=0.49985095253130535
Example:	Roxilox	guess=drug	gold=	confidence=0.884852106406205
Example:	RSV-IGIV	guess=drug	gold=	confidence=0.7712364728906792
Example:	Ru-Tuss	guess=place	gold=	confidence=0.4634152127030508
Example:	Ru-Tuss 10	guess=drug	gold=	confidence=0.9115160227928869
Example:	Rulox No. 2	guess=drug	gold=	confidence=0.7210072221597306
Example:	Rulox Plus	guess=drug	gold=	confidence=0.5266639973363332
Example:	Sal-Acid Plaster	guess=drug	gold=	confidence=0.8614945568318562
Example:	Salagen	guess=place	gold=	confidence=0.4853274676107792
Example:	Scot-Tussin Senior Clear 109	guess=drug	gold=	confidence=0.8481826557454121
Example:	Sebucare	guess=drug	gold=	confidence=0.3720495502721524
Example:	Seconal	guess=movie	gold=	confidence=0.33353962669550585
Example:	Sectral	guess=drug	gold=	confidence=0.30400580957791923
Example:	Select 1/35	guess=drug	gold=	confidence=0.9999170971408479
Example:	Selsun Blue Extra Conditioning Formula	guess=drug	gold=	confidence=0.3841243422640587
Example:	Senexon 35	guess=drug	gold=	confidence=0.99420377304396
Example:	Senna-Gen 35	guess=drug	gold=	confidence=0.9939713394408237
Example:	SensoGARD Canker Sore Relief	guess=person	gold=	confidence=0.5763573475656258
Example:	Sensorcaine Forte	guess=movie	gold=	confidence=0.5145824851746988
Example:	Ser-A-Gen	guess=drug	gold=	confidence=0.9362435886804624
Example:	Shovite	guess=movie	gold=	confidence=0.38181054307033335
Example:	Similac 20	guess=drug	gold=	confidence=0.8295505493661712
Example:	Sintrom	guess=drug	gold=	confidence=0.7149369909141526
Example:	Sinus Allergy Triaminicin Cold	guess=drug	gold=	confidence=0.4911002089124253
Example:	Sinutab No Drowsiness Extra Strength Caplets	guess=drug	gold=	confidence=0.578293802010408
Example:	Sinutrol 500 Caplets	guess=drug	gold=	confidence=0.978911761298888
Example:	Skelex	guess=drug	gold=	confidence=0.45143721278781124
Example:	Sleep-Eze D 10	guess=drug	gold=	confidence=0.8719181695107564
Example:	Slow Fe	guess=movie	gold=	confidence=0.405298860574883
Example:	SMA Lo-Iron 24	guess=drug	gold=	confidence=0.9963284006159355
Example:	Sopamycetin Ophthalmic Ointment	guess=drug	gold=	confidence=0.8349451354453769
Example:	Sorbitrate	guess=drug	gold=	confidence=0.350875522999258
Example:	Spasmophen	guess=place	gold=	confidence=0.5132640700895672
Example:	Spectro-Caine	guess=drug	gold=	confidence=0.7940146920184235
Example:	Spectro-Chlor Ophthalmic Ointment	guess=drug	gold=	confidence=0.9611155017117777
Example:	Spectro-Chlor Ophthalmic Solution	guess=drug	gold=	confidence=0.953444997999742
Example:	Spectrobid	guess=drug	gold=	confidence=0.5040856731389193
Example:	Staphcillin	guess=drug	gold=	confidence=0.41798647605191597
Example:	Statex Drops	guess=drug	gold=	confidence=0.5982853461493054
Example:	Staticin	guess=drug	gold=	confidence=0.41295064040465196
Example:	Statuss Green 39	guess=drug	gold=	confidence=0.4468946322168438
Example:	Stimate Nasal Spray	guess=movie	gold=	confidence=0.46545952429242393
Example:	Storz-Dexa	guess=drug	gold=	confidence=0.7900361742811255
Example:	Stri-Dex Regular Strength Pads	guess=drug	gold=	confidence=0.6887405789706099
Example:	Stulex 44	guess=drug	gold=	confidence=0.9982435264788301
Example:	Sublimaze	guess=drug	gold=	confidence=0.3534539357960311
Example:	Sudafed Cold & Flu Gelcaps 136	guess=drug	gold=	confidence=0.9912289582851955
Example:	Sudafed Cough & Cold Extra Strength Caplets 124	guess=drug	gold=	confidence=0.9981415107131613
Example:	Sudal 120/600 142	guess=drug	gold=	confidence=0.999957865122923
Example:	Sulfair 15	guess=drug	gold=	confidence=0.9949870235525591
Example:	Sulfolax 44	guess=drug	gold=	confidence=0.9994952792025584
Example:	Sundown Sunblock 38	guess=drug	gold=	confidence=0.7297332659652207
Example:	Sunkist	guess=place	gold=	confidence=0.3841500877296436
Example:	Supeudol 12	guess=drug	gold=	confidence=0.9421320417652223
Example:	Suppressin DM Plus 126	guess=drug	gold=	confidence=0.9881333209635021
Example:	Suprefact	guess=drug	gold=	confidence=0.5222059915010085
Example:	Sustacal Basic	guess=movie	gold=	confidence=0.35166630356728723
Example:	Sustiva	guess=drug	gold=	confidence=0.3030990448606854
Example:	Syllact	guess=drug	gold=	confidence=0.5274039638131731
Example:	Synthroid	guess=drug	gold=	confidence=0.527679874494844
Example:	Talwin-Nx 14	guess=drug	gold=	confidence=0.9993012026549362
Example:	Tarka	guess=place	gold=	confidence=0.4496078079333719
Example:	Tavist	guess=place	gold=	confidence=0.3133115748767098
Example:	Taxol	guess=drug	gold=	confidence=0.5349109559391827
Example:	Tebrazid	guess=place	gold=	confidence=0.35011298784771544
Example:	Telachlor	guess=place	gold=	confidence=0.5045529512998643
